"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.2058,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.3391,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.4781,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.6093,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.5979,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.567,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.5372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.5172,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.5611,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6212,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.6298,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.6021,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.5922,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.6342,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.7161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7726,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.75,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.641,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5243,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4871,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.5255,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.4769,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.2624,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0033,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.97157,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.1892,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.4878,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.6802,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7119,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.6721,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5702,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4166,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.338,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3122,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.3343,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.4604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.6443,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7518,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8041,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.8199,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.7618,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.6913,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.6701,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.6867,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.6691,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.6394,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.5129,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.3402,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.1229,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.88068,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.69203,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.4911,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.19777,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.85535,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.44651,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.06689,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.80293,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.75225,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.83569,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.83825,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.57935,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.34113,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.20554,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.13251,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.12735,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.31233,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.69488,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.08229,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.38265,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.5759,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.75745,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.95299,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.038,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.06617,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.14158,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.23507,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.28246,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.30692,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.3047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.28454,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.25941,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.19518,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.16508,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.15222,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.19563,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.3092,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.39493,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.40142,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.31369,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.09877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.96474,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.93945,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.84206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.60125,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.32545,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.21761,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.24854,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.39722,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.60191,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.81741,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.96399,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.04035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.0527,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.02552,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.92729,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.8605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.85084,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.88667,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.94094,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.94817,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.90919,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.97594,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.08733,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.19135,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.29209,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.44286,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.55223,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.61195,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.58009,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.49712,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.42796,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.46349,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.55285,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.59249,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.61094,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.66984,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.76349,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.81233,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.82948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.81565,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.8091,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.82694,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.87483,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.96729,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1264,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.282,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3626,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.3875,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.3827,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.3336,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.2996,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.2131,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.1329,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1006,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.2071,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.3523,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.3994,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3249,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2025,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1363,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.1448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2142,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.2288,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.1852,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.187,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2373,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.2975,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.3565,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.365,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.3784,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.446,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.5309,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.595,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.6188,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.6509,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.7066,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7645,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.8401,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8582,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.8491,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.8624,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.8959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.909,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.8853,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.8642,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.8585,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.8605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.8123,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.7497,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.665,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5691,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4776,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.4116,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.454,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5315,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.5621,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.5381,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.4545,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.3313,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.1772,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.1122,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.1053,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-01",101.4853,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-02",101.2329,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-03",101.0148,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-04",100.8945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-05",100.9249,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-06",101.0109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-07",101.029,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-08",100.8917,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-09",100.6789,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-10",100.5021,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-11",100.4448,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1960-12",100.4655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-01",100.513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-02",100.5637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-03",100.6311,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-04",100.7504,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-05",100.9451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-06",101.1427,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-07",101.2376,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-08",101.151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-09",100.9939,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-10",100.9151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-11",101.0199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1961-12",101.2106,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-01",101.3466,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-02",101.3199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-03",101.1836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-04",101.0059,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-05",100.8335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-06",100.6961,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-07",100.6323,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-08",100.6815,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-09",100.8013,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-10",100.949,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-11",101.0923,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1962-12",101.1931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-01",101.1941,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-02",101.0492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-03",100.8535,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-04",100.7298,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-05",100.7675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-06",100.8877,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-07",100.9873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-08",100.9986,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-09",100.9712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-10",100.9831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-11",101.092,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-12",101.2457,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-01",101.3696,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-02",101.4093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-03",101.4025,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-04",101.4014,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-05",101.4404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-06",101.499,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-07",101.5438,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-08",101.5506,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-09",101.5398,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-10",101.5435,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-11",101.5889,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-12",101.6674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-01",101.7708,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-02",101.8927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-03",102.0065,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-04",102.0738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-05",102.0616,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-06",102.0055,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-07",101.9454,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-08",101.9044,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-09",101.8719,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-10",101.8257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-11",101.7451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-12",101.6377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-01",101.5089,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-02",101.3574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-03",101.1927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-04",101.0211,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-05",100.8451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-06",100.6697,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-07",100.5051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-08",100.3693,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-09",100.2794,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-10",100.2759,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-11",100.4013,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-12",100.592,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-01",100.7758,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-02",100.9043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-03",100.9923,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-04",101.0581,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-05",101.1056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-06",101.1266,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-07",101.0966,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-08",100.9955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-09",100.8802,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-10",100.8279,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-11",100.8937,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-12",101.0056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-01",101.0632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-02",100.9922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-03",100.8513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-04",100.7194,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-05",100.651,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-06",100.6242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-07",100.6089,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-08",100.5936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-09",100.6006,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-10",100.6746,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-11",100.8484,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-12",101.0423,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-01",101.1401,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-02",101.0453,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-03",100.8334,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-04",100.5886,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-05",100.3585,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-06",100.1408,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-07",99.91757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-08",99.67681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-09",99.43944,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-10",99.24245,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-11",99.11864,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-12",99.03586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-01",98.95936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-02",98.87302,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-03",98.79433,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-04",98.75684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-05",98.78509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-06",98.82823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-07",98.81638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-08",98.70208,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-09",98.55679,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-10",98.48515,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-11",98.57035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-12",98.74573,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-01",98.92882,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-02",99.06521,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-03",99.16459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-04",99.24516,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-05",99.31503,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-06",99.37234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-07",99.40856,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-08",99.42413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-09",99.4654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-10",99.60519,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-11",99.89764,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-12",100.2346,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-01",100.4687,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-02",100.4911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-03",100.4136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-04",100.3843,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-05",100.5034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-06",100.6911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-07",100.8226,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-08",100.794,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-09",100.6445,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-10",100.4118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-11",100.1094,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-12",99.78501,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-01",99.48559,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-02",99.2427,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-03",99.03374,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-04",98.8363,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-05",98.64876,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-06",98.49922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-07",98.4408,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-08",98.50887,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-09",98.58714,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-10",98.51276,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-11",98.17101,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-12",97.74277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-01",97.48096,
