"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.4484,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.0141,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.4201,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.6582,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.7145,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.7995,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.91,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.8136,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.4759,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.879,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.1344,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.52457,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.22545,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.01423,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-02",98.79411,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-03",98.54542,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-04",98.56313,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-05",98.63063,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-06",98.62622,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-07",98.68088,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-08",98.78399,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-09",98.8847,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.13552,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.42757,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.57313,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.5337,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.39575,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.30618,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.31549,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.0687,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-06",98.73214,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-07",98.42545,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-08",98.2288,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-09",98.16016,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-10",98.07731,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-11",97.95441,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2004-12",98.03429,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-01",98.58726,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-02",99.46716,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.0438,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.1087,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-05",99.88772,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-06",99.61224,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-07",99.53204,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-08",99.63608,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.88869,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.1776,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.3558,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.3866,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.2686,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.1098,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-03",99.88075,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.55666,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.31136,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.18278,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.09287,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.08021,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-09",99.11251,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-10",99.13398,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-11",99.08503,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2006-12",98.95012,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-01",98.89342,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-02",98.995,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-03",99.15144,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-04",99.39043,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-05",99.7142,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.0686,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.4008,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6169,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.7,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.7204,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.6477,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.5559,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.3324,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.97746,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.51594,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.97063,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.28649,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.82394,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.86412,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.36076,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.41458,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.85688,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.19575,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.78693,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.8015,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.11467,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.81124,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.04578,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.1727,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.9388,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-07",101.5697,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-08",102.177,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-09",102.6478,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-10",102.9038,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-11",102.7602,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2009-12",102.519,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-01",102.3151,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-02",102.1149,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-03",102.0069,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.9855,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-05",102.0421,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.1173,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.0783,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.9215,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.8117,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-10",101.8396,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.959,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.8887,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.5485,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.9384,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.2365,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.01,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.0626,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0073,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.8381,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.56917,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.49075,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.64064,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.7613,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.60061,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.55407,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.80262,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.1338,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.4215,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.3809,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.0098,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.68027,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.48746,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.37102,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.37719,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.42863,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.5262,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.7322,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.89948,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0548,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.1103,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.228,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.3141,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.3167,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.2788,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.2834,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.5437,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.8087,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.9876,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.1444,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.1802,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.1449,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.0105,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.8105,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.7568,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.7291,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.7791,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7422,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5172,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.2415,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0658,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.0651,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.1203,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.1615,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.2337,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.1442,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.85795,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.81245,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.97349,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2271,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.444,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.434,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.1451,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.79465,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.58683,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.61166,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.67184,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.63913,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.67163,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.83042,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.96032,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.9299,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.65755,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.12456,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.69951,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.54444,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",98.72784,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.24107,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.0229,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8625,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4148,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5746,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.4789,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3643,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4378,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5922,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.5927,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4775,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3144,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.1947,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.084,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9253,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5756,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.1208,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.79235,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.62421,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.45211,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.27241,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.27541,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.4184,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.63063,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.77435,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.77932,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.55104,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.27785,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.01781,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.90253,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.11981,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.43959,
