state,year,vmt,fatalityrate,sb_use,speed65,ba08,income,age,enforcement
VA,1988,57.453,18.6587,0.631,1,0,18.064,34.49996,secondary
VA,1989,59.337,16.9203,0.527,1,0,19.244,34.59458,secondary
VA,1990,60.178,17.9301,0.544,1,0,20.021,34.87753,secondary
VA,1991,61.099,15.5158,0.576,1,0,20.498,34.98415,secondary
VA,1992,63.447,13.2236,0.716,1,0,21.28,35.15879,secondary
VA,1993,64.171,13.6978,0.732,1,0,22.133,35.33334,secondary
VA,1994,67.609,13.7556,0.7180001,1,1,23.031,35.49961,secondary
VA,1995,69.811,12.892,0.702,1,1,23.943,35.66931,secondary
VA,1996,71.302,12.2998,0.696,1,1,24.95,35.85575,secondary
VA,1997,70.32,13.9932,0.671,1,1,26.109,35.99415,secondary
VT,1994,6.152,12.5163,0.676,1,1,20.196,35.81754,secondary
VT,1995,6.206,17.0802,0.672,1,1,21.246,36.10446,secondary
VT,1996,6.377,13.7996,0.69,1,1,22.179,36.43805,secondary
VT,1997,6.466,14.8469,0.709,1,1,23.017,36.76796,secondary
WA,1987,38.52,20.2492,0.515,1,0,15.939,34.68306,secondary
WA,1988,41.813,18.6067,0.53,1,0,16.884,34.78147,secondary
WA,1989,43.233,18.0649,0.55,1,0,18.211,34.85495,secondary
WA,1990,44.695,18.4584,0.55,1,0,19.605,34.81504,secondary
WA,1991,46.449,14.6828,0.675,1,0,20.401,34.92194,secondary
WA,1992,49.386,13.1819,0.675,1,0,21.436,35.03585,secondary
WA,1993,46.135,14.3275,0.71,1,0,22.024,35.18124,secondary
WA,1994,47.428,13.4941,0.765,1,0,22.687,35.32675,secondary
WA,1995,49.25,13.2589,0.8,1,0,23.677,35.48203,secondary
WA,1996,49.405,14.4115,0.84,1,0,24.958,35.6177,secondary
WA,1997,51.044,13.2043,0.82,1,0,26.451,35.70707,secondary
WI,1988,42.458,19.007,0.559,1,0,15.806,35.30464,secondary
WI,1990,44.277,17.3679,0.52,1,0,17.692,35.45774,secondary
WI,1991,45.458,17.5327,0.58,1,0,18.237,35.54237,secondary
WI,1992,47.628,13.6894,0.59,1,0,19.331,35.68454,secondary
WI,1993,49.167,14.5219,0.64,1,0,20.009,35.83948,secondary
WI,1994,50.273,14.1627,0.64,1,0,21.012,35.94729,secondary
WI,1995,51.396,14.4953,0.64,1,0,21.96,36.11486,secondary
WI,1996,52.782,14.4178,0.61,1,0,22.987,36.27374,secondary
WI,1997,54.404,13.3262,0.62,1,0,24.048,36.37247,secondary
WV,1993,16.778,25.5692,0.55,1,0,16.306,37.67301,secondary
WV,1994,17.112,20.8041,0.58,1,0,16.948,37.83152,secondary
WV,1995,17.421,21.6405,0.58,1,0,17.441,37.97182,secondary
WV,1996,17.693,19.6688,0.58,1,0,18.116,38.20922,secondary
WV,1997,18.324,20.7924,0.58,1,0,18.724,38.43575,secondary
WY,1990,5.833,21.4298,0.26,1,0,17.174,33.54692,secondary
WY,1991,5.998,20.3401,0.66,1,0,18.348,33.71206,secondary
WY,1992,6.217,18.9802,0.66,1,0,18.704,33.96467,secondary
WY,1993,6.77,17.7253,0.67,1,0,19.535,34.21438,secondary
WY,1994,6.689,21.5279,0.7,1,0,19.865,34.45578,secondary
WY,1995,7.044,24.134,0.71,1,0,20.685,34.76661,secondary
WY,1996,7.36,19.4293,0.72,1,0,21.524,35.07435,secondary
WY,1997,7.576,18.0834,0.75,1,0,22.596,35.38646,secondary
